ID Vigilante,Horario preferencia 6 a.m - 2 p.m,Horario preferencia 2 p.m - 10 p.m,Horario preferencia 10 p.m - 6 a.m,Sitio Esperado,D. Sitio 1,D. Sitio 2,D. Sitio 3,D. Sitio 4,D. Sitio 5,D. Sitio 6,D. Sitio 7,D. Sitio 8,D. Sitio 9,D. Sitio 10,D. Sitio 11,D. Sitio 12,D. Sitio 13,D. Sitio 14,D. Sitio 15,D. Sitio 16,D. Sitio 17,D. Sitio 18,D. Sitio 19,D. Sitio 20,D. Sitio 21,D. Sitio 22,D. Sitio 23,D. Sitio 24,D. Sitio 25,D. Sitio 26,D. Sitio 27,D. Sitio 28,D. Sitio 29,D. Sitio 30,D. Sitio 31,D. Sitio 32,D. Sitio 33,D. Sitio 34,D. Sitio 35,D. Sitio 36,D. Sitio 37,D. Sitio 38,D. Sitio 39,D. Sitio 40,D. Sitio 41,D. Sitio 42,D. Sitio 43,D. Sitio 44,D. Sitio 45,D. Sitio 46,D. Sitio 47,D. Sitio 48,D. Sitio 49,D. Sitio 50,D. Sitio 51,D. Sitio 52,D. Sitio 53,D. Sitio 54,D. Sitio 55,D. Sitio 56,D. Sitio 57,D. Sitio 58,D. Sitio 59,D. Sitio 60,D. Sitio 61,D. Sitio 62,D. Sitio 63,D. Sitio 64,D. Sitio 65,D. Sitio 66,D. Sitio 67,D. Sitio 68,D. Sitio 69,D. Sitio 70,D. Sitio 71,D. Sitio 72,D. Sitio 73,D. Sitio 74,D. Sitio 75,D. Sitio 76,D. Sitio 77,D. Sitio 78,D. Sitio 79,D. Sitio 80,D. Sitio 81,D. Sitio 82,D. Sitio 83,D. Sitio 84,D. Sitio 85,D. Sitio 86,D. Sitio 87,D. Sitio 88,D. Sitio 89,D. Sitio 90,D. Sitio 91,D. Sitio 92,D. Sitio 93,D. Sitio 94,D. Sitio 95,D. Sitio 96,D. Sitio 97,D. Sitio 98,D. Sitio 99,D. Sitio 100,D. Sitio 101,D. Sitio 102,D. Sitio 103,D. Sitio 104,D. Sitio 105,D. Sitio 106,D. Sitio 107,D. Sitio 108,D. Sitio 109,D. Sitio 110,D. Sitio 111,D. Sitio 112,D. Sitio 113,D. Sitio 114,D. Sitio 115,D. Sitio 116,D. Sitio 117,D. Sitio 118,D. Sitio 119,D. Sitio 120,D. Sitio 121,D. Sitio 122,D. Sitio 123,D. Sitio 124,D. Sitio 125
143,3,2,0,1,77,29,36,41,97,8,20,41,85,25,18,35,84,85,74,5,13,30,36,36,51,23,80,17,96,39,44,25,0,35,81,23,42,33,56,0,6,48,70,25,66,89,85,92,31,72,36,40,61,34,31,72,98,99,59,59,46,35,76,67,13,79,77,67,90,76,72,23,81,54,75,13,28,55,46,51,53,81,32,77,49,85,95,93,63,69,34,12,77,5,79,55,69,3,22,63,66,6,53,5,51,32,19,73,1,4,51,20,87,51,85,66,80,59,24,99,8,18,69,23,93,60,36,39,37
144,0,3,2,2,15,82,100,16,51,89,94,37,23,93,74,51,33,3,32,71,21,4,36,5,74,71,100,59,65,45,20,99,70,42,36,92,77,95,29,99,36,63,17,73,63,64,73,71,58,54,71,93,46,33,12,59,98,71,23,4,24,21,91,64,67,6,68,50,18,63,23,46,11,93,15,44,52,2,67,74,52,76,4,69,12,29,40,94,46,87,7,6,35,15,81,16,11,50,62,10,64,84,37,39,59,24,47,65,72,2,88,73,10,8,63,94,60,56,46,30,16,90,85,16,89,64,25,71,29
145,1,0,1,2,48,75,97,79,56,9,64,47,80,30,22,72,21,15,100,35,55,67,8,34,44,60,11,70,47,26,67,0,50,47,82,96,88,47,22,93,87,90,10,72,7,47,40,99,48,48,92,91,8,77,34,84,74,77,64,90,0,72,18,97,65,38,71,77,3,64,26,63,57,62,1,97,39,96,21,56,94,84,62,3,83,1,33,33,16,29,7,95,64,39,35,65,71,48,10,93,44,2,96,80,84,21,24,56,4,55,44,18,23,70,75,40,15,96,68,29,30,66,88,93,49,34,71,7,41
146,2,2,1,1,80,65,58,67,57,1,7,51,13,71,78,41,12,81,80,2,49,57,39,40,18,8,94,84,67,71,14,5,56,78,47,100,25,12,86,58,46,30,99,30,44,7,98,10,28,74,10,7,50,76,13,87,83,1,14,57,30,44,50,31,48,70,70,94,71,82,48,23,43,50,34,85,26,44,58,62,33,55,11,16,22,9,48,10,44,97,42,34,30,23,46,9,32,71,29,12,42,39,98,98,72,66,1,4,25,52,68,83,53,96,5,4,69,86,75,96,73,50,56,27,8,69,2,68,79
147,3,2,2,1,11,72,60,44,10,88,68,3,89,91,20,56,65,4,18,63,51,36,40,99,19,56,70,48,97,81,63,63,80,8,80,25,99,75,58,2,5,51,52,71,43,61,41,59,59,79,52,75,29,59,77,64,34,44,30,94,13,47,14,22,1,77,75,76,98,85,70,35,37,81,96,94,5,58,86,76,86,91,39,40,83,38,77,86,52,83,40,89,71,48,12,17,100,58,24,96,53,43,79,64,91,74,23,96,94,68,44,30,74,54,0,3,21,93,82,26,0,18,74,77,21,63,85,32,84
148,1,3,2,1,7,80,11,3,11,76,64,91,11,38,32,25,67,5,5,18,51,70,50,13,9,65,36,39,100,58,12,14,75,28,44,68,62,26,17,83,18,59,42,75,23,37,66,55,26,7,73,34,99,40,95,61,47,54,2,26,59,30,57,9,4,42,91,4,47,6,44,89,75,2,96,16,16,1,13,62,17,18,69,54,30,54,98,36,43,49,30,94,52,65,37,34,100,41,31,48,68,55,37,57,11,50,81,85,65,7,93,5,13,2,17,65,56,11,46,36,54,33,69,64,21,41,87,8,92
149,1,0,1,0,0,42,3,27,41,88,14,73,37,74,29,10,65,82,34,15,90,90,24,5,77,8,63,27,40,21,58,68,41,94,80,71,42,8,21,83,69,42,19,4,42,60,73,17,43,0,64,95,98,76,17,79,7,86,36,73,27,82,77,52,74,27,5,85,64,100,73,36,38,10,83,76,65,57,56,21,84,87,69,21,80,47,29,44,25,33,14,39,91,51,48,70,33,16,18,67,32,71,63,83,51,41,3,100,95,94,12,82,30,44,33,14,99,89,20,34,25,84,14,49,52,29,75,87,74
150,2,1,1,1,22,76,57,91,42,78,85,49,53,46,30,2,55,7,8,23,95,53,35,72,88,35,0,62,67,67,93,43,36,28,53,42,31,7,72,21,28,6,12,34,2,75,99,100,94,69,73,45,86,37,47,90,75,78,91,63,70,2,61,68,76,36,75,85,22,84,20,64,8,81,78,36,73,45,92,79,18,10,67,43,17,88,79,76,44,66,59,42,98,4,65,10,6,95,77,39,27,44,34,11,55,26,13,9,92,39,61,74,60,50,12,87,43,83,33,84,7,78,65,3,79,18,42,46,94
151,1,2,1,0,23,93,98,55,30,7,95,97,24,52,72,25,37,62,74,75,9,66,85,13,41,11,27,51,43,30,13,6,74,75,28,33,6,86,74,29,61,82,91,89,11,30,64,97,56,73,97,73,55,15,12,54,51,48,72,91,96,73,15,82,47,34,92,11,66,38,38,15,99,97,60,63,26,42,32,12,79,27,41,73,20,81,69,28,90,18,71,64,88,1,21,61,79,29,98,14,61,70,11,68,70,21,90,5,7,79,56,14,41,59,70,16,4,38,51,32,16,95,73,85,63,62,9,19,6
152,1,1,3,0,35,62,1,9,17,89,50,9,76,65,39,34,40,50,55,8,0,84,49,40,99,93,82,40,65,73,6,71,48,100,15,12,4,2,71,76,31,36,17,97,58,98,55,22,43,50,38,84,85,99,22,9,85,83,24,69,29,21,89,4,23,73,38,52,81,91,74,48,31,28,26,61,74,10,61,84,78,44,0,23,90,9,85,18,83,92,17,15,36,24,47,87,45,57,71,12,36,78,77,35,4,16,28,59,38,87,46,98,58,38,15,93,20,81,26,10,98,30,48,93,81,75,97,27,18
153,3,0,2,1,14,42,4,27,42,3,18,86,76,66,45,86,89,67,56,13,0,9,37,98,76,32,73,8,9,20,8,8,79,23,63,50,94,1,82,3,49,73,90,67,19,3,85,51,40,87,58,92,25,2,69,80,52,70,69,2,60,32,92,10,34,9,57,29,33,57,0,98,89,89,82,22,35,6,71,37,33,46,42,47,99,1,94,3,43,17,11,68,82,70,71,19,12,84,97,49,3,26,2,78,19,82,24,78,53,0,73,63,26,56,12,87,18,91,68,49,99,24,67,65,17,2,62,87,39
154,0,2,3,2,35,91,50,48,42,14,60,98,53,96,92,52,81,0,36,43,92,43,35,23,79,46,98,24,74,2,25,98,22,87,68,30,51,27,25,17,72,96,99,14,87,97,37,66,26,33,25,57,95,90,51,44,0,75,69,76,79,78,14,76,15,93,74,36,77,73,31,58,100,24,28,93,94,61,99,98,29,86,1,62,2,63,43,39,61,55,66,11,77,81,7,60,57,83,59,26,67,89,96,29,15,75,99,65,94,30,36,42,24,21,61,22,71,80,75,73,78,23,13,38,13,68,40,64,5
155,3,2,1,3,48,30,96,46,94,55,6,63,94,4,44,84,84,29,44,3,58,7,12,3,13,8,92,60,73,83,25,7,57,8,86,97,96,12,92,45,42,65,48,73,85,66,26,84,38,14,25,38,26,37,54,56,49,0,95,67,76,35,3,26,17,40,81,72,80,18,42,85,50,29,72,29,43,81,90,78,53,29,64,79,25,24,77,57,66,69,43,81,39,74,54,47,68,29,43,77,24,44,91,23,91,8,67,11,27,44,22,72,21,45,96,22,26,47,0,2,25,46,2,26,36,81,86,19,92
156,1,2,3,0,4,48,74,42,20,49,50,27,99,52,75,25,28,73,75,26,63,7,22,69,88,58,97,18,43,31,57,16,73,82,85,51,7,100,93,71,53,10,29,12,92,83,78,20,78,93,34,97,23,97,51,77,12,72,53,33,13,32,12,51,39,90,2,63,49,81,2,17,23,0,7,87,94,61,87,86,29,69,86,92,63,72,68,72,84,69,49,80,25,82,86,91,8,92,88,90,4,62,61,69,47,99,54,97,90,43,49,20,57,51,9,98,85,86,79,67,5,50,70,51,59,19,42,8,46
157,3,2,1,0,42,27,3,53,73,6,85,36,2,50,34,27,28,90,100,9,9,12,12,51,7,34,49,8,49,50,79,12,100,58,60,44,51,29,43,66,95,1,99,95,11,37,32,45,92,65,75,76,11,70,41,12,86,37,0,80,88,60,31,81,64,95,38,61,91,88,11,100,95,90,98,44,7,67,79,39,34,12,99,5,12,79,23,30,25,36,97,9,45,33,64,21,31,95,10,1,69,30,49,25,13,43,99,28,15,96,23,95,38,71,24,2,58,53,41,94,32,49,75,67,52,45,16,73,42
158,1,0,3,2,75,26,86,19,72,22,84,72,69,18,30,11,91,73,16,7,90,47,55,61,10,42,46,25,61,89,8,35,93,16,71,90,13,36,7,100,36,77,9,27,56,44,30,65,37,1,27,57,43,40,67,2,37,54,86,39,34,27,20,10,81,60,65,97,6,63,17,7,71,31,98,50,40,74,27,78,64,15,46,59,49,24,15,68,74,16,56,43,98,51,87,33,13,3,82,58,9,81,24,55,97,0,76,79,100,34,69,26,92,61,35,79,48,9,3,40,98,76,84,9,18,97,8,70,3
159,3,3,3,2,85,0,21,21,98,95,72,25,1,62,9,87,65,58,15,81,51,9,85,80,76,97,98,33,51,13,55,70,25,51,80,1,95,83,7,80,55,94,60,78,78,6,95,78,100,85,49,75,78,10,79,17,81,94,90,16,41,65,88,45,53,21,0,12,86,87,14,36,29,72,56,10,63,44,25,1,91,13,73,5,60,35,64,11,16,6,27,58,7,57,25,2,36,85,51,80,94,32,55,50,71,74,43,34,1,70,43,17,91,45,99,14,68,57,91,55,5,42,38,80,10,70,81,32,9
160,1,2,2,0,20,16,2,76,82,27,48,32,71,17,0,94,74,91,11,75,54,59,52,43,24,0,30,9,68,0,16,69,81,70,19,89,98,92,21,4,73,21,52,95,40,4,68,53,34,5,95,71,4,85,60,6,52,7,39,85,9,50,30,31,40,67,74,23,78,52,98,78,4,59,12,81,42,86,30,97,28,2,45,27,49,29,11,62,48,19,50,81,5,90,90,63,13,1,61,8,90,81,71,28,96,14,98,34,31,75,12,5,46,91,65,78,12,79,83,85,57,21,86,93,23,43,5,7,22
161,2,1,2,3,98,83,100,85,28,71,17,46,95,16,47,5,50,18,38,29,23,33,45,96,57,65,99,80,57,100,1,23,61,64,3,28,13,57,93,94,66,42,8,27,25,60,72,75,65,40,40,96,100,89,82,73,10,62,58,97,0,47,67,95,9,28,18,47,63,60,15,42,66,30,49,35,32,38,87,85,60,69,38,33,83,84,38,85,93,86,33,8,89,89,69,64,21,76,36,9,93,33,6,61,42,68,81,53,57,51,71,88,12,14,8,69,54,17,47,7,0,56,32,37,61,80,49,3,62
162,3,0,3,2,70,96,37,58,86,83,40,23,43,100,85,31,52,1,0,57,57,22,11,2,32,8,26,71,78,69,14,30,28,90,56,4,9,29,93,31,84,0,92,97,95,69,53,87,25,79,7,73,41,12,89,45,24,59,61,39,5,60,6,86,38,15,32,80,18,92,11,84,78,95,40,64,26,7,21,46,68,93,15,52,67,33,65,69,63,27,92,44,100,81,98,2,87,57,76,70,69,80,23,6,7,61,95,52,10,84,54,87,98,42,15,31,43,95,95,12,58,15,87,40,52,88,76,8,43
163,1,2,2,0,100,63,42,33,21,21,41,70,93,85,18,5,0,95,51,22,47,77,72,88,69,59,8,44,85,64,51,43,12,87,14,59,96,82,48,45,59,10,18,89,85,44,77,47,52,79,24,88,15,38,97,56,5,53,86,98,69,61,4,59,69,44,69,16,74,36,77,14,39,63,25,26,11,30,44,23,85,57,64,28,6,32,44,38,42,57,56,19,59,32,40,48,52,42,92,37,2,82,42,25,37,40,17,93,88,2,64,78,95,36,88,76,70,94,26,45,74,38,29,34,91,91,26,51,45
164,0,0,1,2,70,92,89,58,47,82,99,8,26,78,85,74,34,48,17,19,91,32,98,22,97,39,44,14,5,52,72,1,94,41,50,86,17,84,47,8,12,67,18,56,62,93,16,86,31,94,18,17,19,33,66,92,47,66,37,33,14,16,38,36,99,75,97,96,12,59,8,2,36,75,23,55,61,78,62,19,25,59,25,97,9,79,72,74,84,64,3,37,59,26,54,32,32,18,100,33,34,83,26,89,89,75,47,59,59,46,3,39,15,70,44,49,17,38,1,66,67,7,31,84,8,79,21,83,0
165,2,2,1,3,69,14,63,53,10,24,13,43,94,82,95,12,98,54,44,6,65,64,22,29,86,3,92,42,6,35,72,43,38,37,19,61,89,19,87,34,62,53,10,18,18,61,86,62,30,76,31,77,78,74,38,25,66,52,12,16,63,91,49,93,63,68,52,70,84,31,34,91,10,10,28,75,32,58,30,0,48,27,26,84,2,7,94,80,34,54,79,80,32,70,89,11,69,88,25,75,33,67,24,91,56,35,98,62,61,25,7,52,31,56,23,45,52,37,0,28,88,62,46,1,49,66,21,14,30
166,1,0,3,1,14,56,30,3,70,81,1,70,13,23,57,28,79,73,85,14,6,10,0,50,9,83,95,45,79,1,42,79,13,3,42,29,67,50,47,7,19,26,83,14,51,8,10,2,40,55,77,45,45,0,22,83,1,58,91,20,97,3,10,25,76,35,90,49,38,88,61,90,96,60,30,18,63,11,98,96,73,23,8,18,95,91,83,83,5,84,56,53,54,55,50,78,71,29,62,100,59,79,87,30,58,16,61,55,64,60,27,52,8,21,72,70,100,98,16,16,83,64,45,82,11,98,31,39,61
167,1,2,2,0,57,44,3,65,23,20,76,91,18,28,36,72,9,17,29,49,45,33,26,25,95,77,17,93,53,12,93,26,12,90,100,91,66,72,63,64,22,23,6,30,81,30,99,22,86,52,6,14,21,90,76,95,39,79,1,37,17,35,85,46,52,0,24,56,39,60,3,97,74,70,87,88,47,16,54,76,36,64,2,86,13,30,100,21,50,52,55,36,5,37,21,100,2,78,60,13,52,24,11,50,6,84,41,99,96,2,33,26,24,50,25,38,16,37,47,23,15,33,74,31,50,52,98,46,93
168,0,3,2,1,38,46,78,33,29,33,14,24,64,44,21,85,94,76,13,29,88,48,10,50,76,45,4,81,76,83,66,51,7,40,11,58,43,89,36,15,10,69,30,80,13,15,2,21,96,78,14,100,49,8,96,99,42,14,9,52,56,57,66,37,93,33,48,51,49,90,8,25,91,34,48,33,19,9,31,78,89,88,50,46,8,66,25,18,9,33,26,99,67,23,14,61,30,9,69,8,39,32,54,11,29,78,34,41,23,34,72,67,93,86,5,55,67,48,1,59,96,61,56,6,51,84,75,43,67
169,1,3,0,3,14,36,25,36,77,100,65,52,17,75,25,63,38,46,52,14,36,38,36,55,51,35,65,10,91,32,18,0,73,47,65,35,53,9,53,31,100,67,38,70,94,71,78,74,28,48,26,81,7,17,98,7,53,67,70,76,84,37,47,31,80,33,95,79,33,22,19,85,58,38,5,6,78,3,21,38,66,1,33,55,8,74,54,39,60,0,99,27,9,49,37,63,48,34,63,94,73,53,63,79,8,35,5,19,72,83,6,8,64,10,10,16,59,41,45,50,30,47,58,9,3,94,27,88,69
170,2,0,2,3,36,80,66,49,67,23,45,89,65,46,25,49,30,61,99,31,73,31,91,25,72,68,36,12,95,70,97,33,66,62,97,28,20,97,25,14,7,93,43,86,33,50,63,36,81,72,88,64,72,86,53,0,97,34,25,44,0,35,59,86,55,4,71,34,2,70,6,52,49,60,49,52,64,18,92,17,42,37,81,31,23,52,34,10,59,77,87,85,38,16,29,52,64,82,43,87,63,37,25,77,3,41,93,52,2,63,36,54,96,38,52,7,38,45,95,100,42,68,36,69,72,6,59,17,10
171,3,2,2,1,87,75,79,99,99,43,8,22,18,40,62,15,33,17,78,14,74,60,92,43,63,20,77,80,41,50,76,37,50,71,67,99,51,20,85,18,77,5,43,8,52,9,66,67,43,76,32,94,45,78,51,63,37,89,63,23,81,28,85,82,11,16,4,41,14,47,76,2,30,15,71,15,93,54,65,84,62,41,38,48,99,75,32,66,54,59,30,87,80,24,90,44,10,10,38,1,77,27,84,51,77,73,37,26,90,36,24,34,71,46,65,15,79,51,59,26,19,67,77,8,7,58,56,85,33
172,1,1,2,3,99,28,12,25,5,62,81,96,52,61,53,44,14,1,1,84,53,60,27,93,39,53,91,52,68,29,14,63,28,41,20,47,61,72,71,5,8,86,88,94,83,8,48,94,5,95,16,55,97,60,9,66,55,38,4,33,41,64,70,88,42,25,5,52,36,67,100,41,29,15,28,27,81,68,4,10,6,0,84,21,76,87,93,76,81,34,13,74,51,50,83,54,54,78,79,93,92,80,83,90,21,90,33,95,28,5,63,3,64,86,43,14,94,3,18,77,56,66,36,49,50,63,23,48,90
173,3,2,0,2,53,3,10,46,27,85,72,54,41,76,24,57,33,54,43,5,40,92,88,94,7,34,45,97,3,38,38,86,76,39,51,97,23,19,72,52,73,20,45,62,97,43,18,40,10,2,68,90,6,98,41,64,50,56,77,19,14,13,53,67,74,38,45,26,74,12,37,98,81,53,62,94,52,88,12,0,17,74,36,38,47,30,98,4,84,78,77,94,37,95,94,35,74,3,90,66,45,53,4,83,4,76,28,11,90,35,20,82,8,45,20,16,22,3,19,93,48,66,2,28,4,32,1,96,81
174,2,1,3,0,76,44,37,97,53,30,83,56,66,57,59,77,34,64,29,50,42,43,22,7,67,83,51,7,87,33,15,63,62,36,11,12,99,8,98,20,79,59,13,69,15,99,66,14,45,11,38,15,82,89,64,71,63,74,29,89,75,91,32,49,98,31,81,77,84,12,86,83,80,11,16,82,23,16,97,81,30,6,7,41,55,64,10,1,81,54,41,70,31,90,100,88,90,1,80,7,66,70,17,99,99,56,67,73,97,9,88,75,50,83,1,79,59,92,36,84,83,74,89,27,90,93,87,75,60
175,1,0,0,3,79,71,59,95,82,86,95,79,80,17,60,4,0,48,66,36,1,55,22,73,55,63,14,16,40,2,90,77,96,19,26,87,33,9,73,65,52,14,39,83,80,15,88,7,96,48,0,82,85,96,29,3,99,50,30,25,70,40,65,67,38,18,83,40,72,55,19,80,89,68,8,39,54,92,26,99,34,27,47,10,50,66,42,22,27,93,59,82,45,24,58,29,94,28,57,10,53,99,3,27,22,22,17,28,26,94,44,45,4,85,64,6,11,74,80,45,82,18,79,72,14,65,35,78,6
176,0,0,2,1,95,100,39,83,50,7,47,47,42,56,61,18,34,92,68,45,11,70,29,18,88,100,33,24,82,3,61,24,36,14,99,3,44,90,80,62,51,2,58,76,55,22,10,85,54,49,80,83,65,84,62,8,13,76,57,23,45,64,64,90,40,63,58,58,88,32,89,6,79,84,73,36,77,85,98,96,2,63,42,67,15,60,63,53,12,36,36,9,96,19,0,71,24,68,17,43,100,15,20,71,56,8,49,2,97,88,60,77,24,20,31,28,100,79,15,12,57,51,7,13,71,31,14,74,55
177,1,2,1,3,16,5,53,92,98,33,11,1,24,74,9,57,76,76,80,71,21,89,62,26,89,84,99,91,99,69,75,37,13,47,66,97,67,57,67,99,10,27,77,99,6,60,47,30,42,78,12,23,23,1,70,63,31,91,92,85,85,95,7,7,69,68,91,17,47,61,42,44,83,15,99,66,84,14,70,78,58,51,67,57,86,30,65,22,72,41,26,24,13,1,35,41,2,18,75,45,0,15,39,45,29,4,19,2,78,48,13,86,7,60,97,76,30,44,92,68,48,19,66,42,32,97,50,5,93
178,3,1,2,3,37,61,27,6,19,53,8,22,90,34,11,66,48,15,9,46,76,53,41,10,86,25,73,58,83,36,4,96,97,99,39,59,6,32,82,57,55,89,49,13,56,21,79,11,28,38,54,96,2,98,23,87,19,97,22,57,28,40,3,52,84,29,55,14,65,7,13,62,11,53,44,21,18,71,84,60,60,68,17,73,2,36,64,59,1,17,60,24,86,5,61,73,45,45,79,40,52,80,0,81,5,91,94,66,87,44,97,27,37,99,43,74,3,94,87,33,18,70,73,41,32,27,28,96,38
179,3,3,3,3,14,71,78,15,91,15,33,37,10,77,87,34,10,13,29,61,92,58,33,42,66,23,36,63,1,47,30,1,22,6,14,20,73,85,5,12,43,60,34,37,63,83,26,17,85,5,39,37,82,39,69,10,78,57,96,12,4,27,17,92,69,22,83,54,86,33,3,87,86,66,38,65,12,47,95,25,26,23,14,84,12,22,1,39,24,100,60,55,0,2,39,79,31,64,79,93,21,54,91,19,7,79,87,25,13,43,18,48,18,30,55,17,5,2,56,17,68,99,98,26,100,95,53,24,19
180,0,0,2,0,96,78,57,42,40,2,66,85,15,88,0,84,13,80,88,9,15,6,74,44,56,91,85,61,90,21,47,7,45,7,0,41,12,90,8,70,7,55,86,75,38,74,69,35,54,55,46,74,77,50,59,13,7,29,39,78,89,63,16,99,1,42,96,54,11,27,66,0,99,97,80,87,100,62,53,68,24,34,31,92,88,30,13,51,10,62,22,89,42,88,72,91,20,67,100,14,96,96,75,22,57,10,48,90,71,41,33,49,73,73,6,33,76,14,7,38,38,95,7,99,90,74,39,61,49
181,1,0,1,2,42,83,27,89,59,8,86,94,42,79,8,80,72,85,0,21,8,78,32,25,16,94,77,79,5,87,10,60,82,15,28,62,1,85,100,10,4,94,36,73,70,72,55,47,74,70,45,88,82,31,81,63,27,51,90,59,38,5,87,12,74,53,46,52,79,31,70,7,94,90,66,9,64,27,73,69,74,87,89,48,74,98,3,40,8,40,10,61,1,92,76,41,83,81,62,50,25,93,84,72,37,55,36,11,54,99,86,35,72,35,61,60,46,34,12,29,77,39,10,67,99,18,75,46,82
182,1,0,2,3,21,29,50,72,71,0,67,46,80,20,76,59,43,40,12,20,57,23,77,56,53,70,83,30,52,17,99,8,99,53,96,33,14,92,82,19,79,43,58,63,54,28,6,95,94,63,20,11,61,70,11,55,7,32,89,10,42,17,25,9,38,0,27,7,19,9,89,21,96,28,54,20,60,76,51,72,81,7,9,44,4,72,0,40,50,67,23,7,60,23,41,31,100,68,4,84,92,98,66,37,5,27,97,29,90,55,27,79,64,75,64,45,63,71,70,93,82,90,71,97,88,41,21,89,87
183,1,1,2,1,64,33,37,100,31,40,47,77,64,96,76,79,22,1,47,72,91,82,41,81,31,33,90,93,64,80,22,7,74,59,4,4,68,87,71,14,30,33,63,56,55,73,7,44,60,39,61,36,22,23,1,26,97,32,78,42,35,61,99,14,7,89,11,81,55,45,22,22,7,66,87,96,99,82,79,11,14,94,10,66,13,73,88,60,75,62,71,45,24,78,2,55,2,0,30,8,25,50,27,14,18,13,8,66,81,55,9,31,94,90,43,3,97,37,81,50,30,0,89,92,92,94,64,66,63
184,2,1,1,2,96,26,64,57,48,51,17,18,12,77,95,71,73,52,77,94,45,80,30,5,58,78,29,0,42,74,40,43,19,7,15,58,21,27,85,56,23,6,51,25,46,7,49,98,84,36,63,3,55,33,65,50,0,29,22,28,59,74,95,60,45,67,4,92,8,14,8,84,66,18,64,14,39,11,41,93,17,17,97,73,7,10,8,23,53,30,22,6,11,78,54,30,86,12,38,99,57,90,38,99,70,17,46,2,41,18,33,15,26,98,75,6,9,9,2,90,13,61,72,20,60,30,65,2,90
185,2,0,3,3,90,56,49,49,1,22,90,57,43,15,48,90,24,4,24,98,57,17,89,10,17,62,3,38,55,67,95,7,65,27,98,41,47,36,8,52,68,0,17,2,44,67,78,86,97,37,29,16,38,25,76,33,44,74,76,0,12,17,25,1,41,96,5,8,14,91,92,64,50,44,32,98,29,87,98,24,32,81,85,48,63,34,54,30,57,49,88,84,62,75,61,26,10,16,88,56,6,45,45,69,96,35,46,79,77,43,10,86,58,87,63,76,35,24,76,44,26,91,32,58,26,50,8,41,47
186,0,2,0,3,54,86,36,69,96,9,35,21,91,98,93,42,48,65,14,70,30,1,39,7,32,9,92,98,17,42,13,49,69,62,46,20,90,17,53,50,71,12,62,35,29,69,3,27,1,30,35,50,47,71,71,23,11,72,90,90,83,44,33,21,7,90,88,95,65,45,6,44,16,37,92,46,9,50,70,55,13,57,97,94,78,9,31,18,43,36,9,19,100,41,84,32,16,5,70,61,37,52,4,37,46,20,89,40,16,30,71,79,90,49,58,53,78,88,0,3,90,13,54,77,74,9,93,9,16
187,0,1,2,1,96,2,1,76,70,23,59,62,15,7,45,93,7,87,36,42,61,73,99,3,80,79,89,40,41,44,11,40,4,58,54,33,52,43,11,24,12,98,73,4,21,98,89,58,21,17,77,35,34,36,61,36,24,34,97,44,17,50,34,84,67,33,67,48,21,16,20,2,23,13,97,98,76,72,65,8,46,7,52,92,83,53,91,51,51,43,36,61,89,98,67,98,24,51,70,23,94,6,58,28,48,68,66,100,72,87,80,96,45,88,9,89,69,10,49,38,93,69,24,98,47,51,81,25,92
188,3,1,1,0,85,89,29,17,75,1,81,92,5,48,31,37,96,84,47,54,68,2,41,47,73,65,93,37,17,34,94,42,76,50,26,75,96,80,27,5,53,76,71,31,81,77,42,56,48,64,87,10,23,95,94,55,65,41,14,90,11,73,78,34,18,25,88,74,56,34,88,34,73,19,17,91,48,91,90,47,93,29,22,10,32,48,79,3,38,37,27,83,28,23,18,2,20,97,57,86,88,24,65,59,79,25,80,95,28,80,84,3,1,1,0,35,85,5,67,11,41,85,74,61,30,4,17,72,6
189,3,3,1,2,90,66,72,91,88,87,67,40,78,71,44,12,97,31,5,62,94,39,2,3,86,15,6,32,10,8,82,35,43,16,46,76,35,47,61,78,44,33,3,83,2,10,72,22,5,28,87,74,96,55,5,60,36,19,78,99,52,56,70,43,11,91,50,90,62,55,99,98,20,26,100,53,24,45,76,82,22,98,18,6,49,98,67,49,11,0,22,74,52,0,27,56,73,18,78,37,69,2,1,25,37,93,24,28,71,70,60,94,18,40,30,5,15,83,11,29,72,67,0,41,97,67,49,72,43
190,1,0,0,1,85,52,33,44,3,98,16,13,70,68,43,90,88,95,63,73,86,36,91,27,1,66,15,45,62,50,27,21,3,61,37,82,95,93,18,64,64,51,18,74,41,21,26,83,78,86,97,5,0,74,68,62,27,66,51,50,19,65,2,0,34,86,57,39,23,17,45,47,17,4,99,82,21,50,78,19,23,91,21,70,23,21,9,49,33,62,80,22,85,76,8,11,56,75,18,12,4,77,80,80,83,66,56,93,37,64,40,79,42,60,99,96,39,86,62,17,36,30,13,7,92,89,100,58,25
191,2,0,1,3,85,63,58,3,2,21,88,55,100,90,48,93,53,53,21,88,20,80,57,4,47,40,32,27,29,80,77,76,47,10,60,55,97,18,28,76,76,86,40,1,43,65,57,18,80,35,58,20,14,92,32,17,23,40,74,57,100,84,86,89,66,89,2,2,75,7,17,96,52,96,74,81,98,9,32,29,99,90,52,10,75,88,3,39,23,46,13,91,61,93,19,26,81,19,38,29,24,49,61,61,46,72,84,7,46,16,3,27,32,67,81,20,36,2,62,59,20,20,67,60,94,43,21,25,10
